user,assistant
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"Wait what? Normal teenage experiences. A pedophile is someone that is attracted to children meaning under your age category. This is regarding mostly adults that are over age of 18. You are only one year apart. Try and focus on friendship and work on keeping yourself busy in activities so that you are not having these type of thoughts. Direct this energy into a more productive activity like sports, reading, biking, exercising or something other than negative thought patterns. Don't attract what isn't supposed to be part of your life. good luck."
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"You are not a pedophile. You are both under 18 and your age is appropriate for a relationship. There would be a possible problem if she was 10 or younger. Pedophelia, is a whole other problem that you probably should not be worried about. I would be happy to talk with you in more detail about this."
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"The short answer is, NO! It is not wrong for you to be attracted to your girlfriend. You are a perfectly healthy person. When puberty hits, hormones start changing and it is a natural to be interested and attracted to others. It may feel wrong, especially if you are a Christian and have grown up in that home due to the messages that are sometimes sent your way. But as a Christian myself and a counselor, I remind people that every human is made with a very similar biological make-up. If humans did not have an innate attraction to others, then the human race would not survive because we would not marry or have children. You are not a pedophile!"
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"Nope! In fact you are NOT a pedophile. That term is reserved for older adolescents attracted to children, or adults who are attracted to children. I see an age difference as being one key factor in determining pedophilia if the older person is still in adolescence. You being only a year older than your girlfriend doesn't qualify, so go right ahead and be attracted to your girlfriend without shame!"
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"You wrote that each of you is under the age of 18. A 15 year old cannot be a pedophile because you're not an adult.Also, if you mean ""girlfriend"" in a romantic way then this makes sense bc romantic relationships include physical attraction to the other person."
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"No. You are not a pedophile. You are both under the appropriate age where it would be seen so. Your both only a year a part so this shouldn't a worry to you. Like Frank said below, Pedophelia is a problem that won't apply to this situation."
"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out. How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?","Keep doing the crossdressing since you like it.Your problem sounds more a matter of timing and reason to tell the girl about it.Not keeping a secret is a good attitude regarding meaningful parts of your life. Usually our relationship partner is someone whom we trust as a safe person to know all about us.Once you feel at ease with your potential partner then bring up your crossdressing. Based on their handling of this intimate part of your life, you will know more as to whether or not you feel more or less drawn to them.Secrets held within a relationship usually get worse with time. The person who feels unsafe in truly being and stating themselves eventually will end up feeling ashamed of parts of them which prior to the relationship, felt good or at least not worrisome."
"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out. How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?","While this might not be the first thing you want to discuss when you meet someone, it is important for you to be yourself. It's better to weed out 10 people who can't accept you to find that one who can."
"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out. How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?","It would be my professional opinion that the desire for you to keep it a secret at all, while yes I could see it as ""giving you a chance with a girl,"" is something that might be more about a discomfort for you. If you are comfortable with your kinks and fetishes if I may call it such, not my intention to pathologize in any way though, then be as open as you want to be. But I also don't know that you need to be announcing it as part of your online dating profile because you do say it ""bothers girls I ask out"" which to me implies that that is what you're leading with. My hope is that people don't make dating decisions based on your kinky behaviors, but more likely that they would make decisions based on your own comfort and security with said kinky behaviors."
"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out. How can I approach them about it? should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy. What should I do?","Your happiness and healthiness is key. I would not suggest that you hold back and keep it a secret. You should be up-front about it, but perhaps gently bring it up on a date. When thinking about whether or not you should stop, think about how it makes you feel. Perhaps try to be social at more accepting affirming locations in your area. The people who will accept you for who you are are out there. You may not be looking in all of the places you have available to you."
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for. Is there anything I can do to feel reconnected?","I'm sorry for how you're feeling in your marriage lately. Are you and your husband able to talk directly about your feelings? The way two people connect is usually by talking with each other to understand what each one cares about and thinks.Your current emotional suffering is the natural result of being married to someone who shows no interest in doing this.If your husband wants to start talking with you, then there is a chance the two of you can reconnect. If he doesn't want to participate in the relationship with you, then start to think if its possible and for how long, to get emotional support from friends and family who do care for you.Also a question for the future is to understand what the value of your marriage is to you besides having a connection to your husband."
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for. Is there anything I can do to feel reconnected?","I'm sure you've tried to talk to your husband, but if not, could you? Have a conversation with him about him and his life, his work, etc. See if he relaxes and opens up to you, even a little bit. Don't try to have a heavy conversation or even unburden yourself to him during this first conversation - just try to be light-hearted and focus on hearing him. It's the first step towards getting your needs met too, and ending any emotional standoff that might have come about between you."
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for. Is there anything I can do to feel reconnected?",Absolutely. Your question shows that you are going through a lot of pain and I'm sorry for that. Many couples go through this disconnect and hope to come to reconnect before things get to a breaking point. What I think can help is the following 1. Understand what his primary concern is2. Understand what your primary concern is3. What would you like to see different?4. What would he like to see different? 5. Be honest about your concern with him having friends Be ready for honesty6. Help him understand you feel alone without him feeling guilty.7. Let him know how committed you are to making this relationship despite the two of you drifting apart.8. Sometimes if you just acknowledge the elephant in the room.9. CouplesMarriage Therapy
"Im always questioning her about things such as who she is texting and talking to on the phone, why she is always on social media, checking her phone records, and going through her phone. I do this knowing that I have never found any reason for her to be cheating, and I have no reason to.","Understand the reasons you feel mistrustful. Even though you aren't finding evidence of cheating, your weak sense of faith in your wife's behavior is worth examining bc trust is fundamental to a good relationship.It is possible you don't have faith in yourself to accurately tell whether someone is telling you the truth or whether you are interpreting evidence accurately.Anyone who has themselves had their trust severely violated will feel uneasy to naively trust what is on face value.The work requires observing your own confidence in gradually feeling safe that what someone tells you is true, is actually true.Examine as much evidence as needed of whether what the other person tells you they're doing, does in fact take place.When the facts line up and show you no reason to be fearful, then you will be one step closer to trusting yourself to trust someone else."
"So many people lie, and it's hard to tell who speaks the truth. Who do I trust? I don't even trust my family or friends.","Start by trusting yourself.This is harder to do than it may sound.If a person trusts themselves, their actions, decisions, way of handling matters, then evaluating whether or not to trust another human being, becomes much easier.Also, don't be in a rush to trust someone. Trust takes time to develop. First observe someone, listen to the person, whether they follow through. Repeat this process multiple times, which requires time to accomplish.At a certain point in this process you will start to feel whether or not the person is trustworthy or not."
"Today, my boyfriend broke up with me because he says I stress him out with me not trusting him and always accusing him of things. It hit me that I still hold on to every bad thing my mother has ever said to me and everything that anyone has ever done to me. I act as if he's going to do it too.","The relationship history with your mother was probably quite painful and left emotional hesitation to avoid similar dynamics with others.If you haven't done so already, then tell your bf about the difficulties you had with your mother, and ask him to be sensitive to not trusting easily.The two of you can collaborate in creating more security in relating to him. Maybe he can tell you sooner about particular times he feels frustrated.Then you will know and be able to address your own sore points and by handling these differently than through the years with your mom, toward your bf.Your process of feeling and thinking in terms familiar from your growing up years, is normal. Each of us is this way.The difference is you know and would be willing to develop new patterns of relating to someone which is based on more care and trust than you knew growing up."
"I have cheated on my husband of five years roughly ten times. I pretend we aren't married at my work. Recently, he has caught on, but I lie to cover it. He use to talk to girls online, but I have caught myself constantly having a affair.","I don't know that I should tell you to get a divorce. Some would, but I think there is something much deeper going on for you. I would be more concerned about figuring out the deeper reason you are having an affair. Do you have shame and guilt? Do you not like that you are doing this to your husband? Do you see yourself as a bad person, or do you just want more? All of this can be handled if you really want to fix it in your marriage.You can have more in your marriage with some help. You can stop having affairs if you get help. I would encourage you to seek help right away and find out what you are missing that is driving you to commit affairs. I actually believe that if you get a divorce, you will probably keep repeating the same behavior with another person. Let me know if you desire more help."
"I have cheated on my husband of five years roughly ten times. I pretend we aren't married at my work. Recently, he has caught on, but I lie to cover it. He use to talk to girls online, but I have caught myself constantly having a affair.",Whether to divorce or not depends on your reasoning to do so.Marriage is its own unique existence dependent on what the partners want from it.Examine your terms of satisfaction from the marriage.Maybe you have very clear reasons to continue the marriage.Maybe you dont.Only you can decide if what youre contributing and benefitting is satisfying enough to stay.
"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances.","Strengthen your own belief in your right to a decent life and respect of who you are.From the brief description you write, your husband has very limited capacity to recognize how others feel and even less capacity to empathize with the person.The best you can do is convince yourself of your own worth and associate with others who believe similarly about your qualities."
"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances.","The behaviors you describe are boundary violations. You can not change your spouse, but you can respond to his behaviors in ways that protect your boundaries and ensure your safety. This is very hard to do without support. Finding a therapist who understands the dynamics of abusive relationships may be helpful. If you are not ready to do this, I recommend the book ""Boundaries"" by Dr. Henry Cloud and Dr. John Townsend. It's a great resource for helping one recognize boundary violations and learning how to respond to them in ways that are constructive!"
We can't hold a conversation together. The blame is always pointed at me. We have no intimacy.,"How recent is your awareness of a lack of intimacy?If this is recent or sudden then the best road forward is have a conversation with your partner on the way you feel.Depending on the result and whether you'd like to try this conversation several times in order to see your partner's receptivity to explain their side, you will know how likely the lack of intimacy will continue.If you are living with a lack of intimacy for what feels like a long time, such as a few years, and your partner is unwilling to talk with you about it, then you may have reached the end of the road of intimacy returning.Whether or not you'd want to live this way becomes the next question."
"With college over, my boyfriend and I have such different work schedules. Since I can't see him often, I want to talk more on the phone. He plays video games while talking to players, so often I feel ignored. I find myself always telling him what to do in relation to me, things he should know.",Directly tell him what you write here.Either he is losing interest in you or he is simply caught up in short fun w his friends and video games.A conversation on this subject will give you more clarity on your question.
"I've pretty much been on my own since day one, I'm a middle child of five, and I can't seem to put my trust in anyone. It took me four years to finally open up a little to my best friend. Every time I realize that I have feelings for someone, I freak out and never talk to them again. I really want some help.","One way to concentrate is that if your mind starts to wonder then remind yourself to bring your attention back.Start with short time spans of expecting yourself to concentrate. You'll more likely succeed with concentrating with small time spans than longer ones.Once you start seeing your success, this will motivate you to try increasing the length to expect yourself to concentrate.The task of self-reminding is the same, whether for long or short time periods.Also, before starting this exercise ask your medical doctor if the problem can be related to a physical health problem.If there is, then have the possibility ruled out that your difficulty concentrating comes from the mental ability to concentrate, and not some medical reason preventing this.Before someone can engage their psychological will there must be a clean medical body and mind with which to work."
"He's gone for 11 weeks for a band camp. It's week two right now. We used to be Intimate a lot, and now since he's busy 12 hours a day, we can't really be Intimate, even over the phone. Is it normal for me to more sensitive in general?","Well yes, physical intimacy does give all sorts of positive feelings. The sudden withdrawal of these is certainly possible to trigger a reaction like the one you describe."
"He told me he started to back away because I was asking for too much in the relationship. The more I tried to fix things, the worse it got. I want to make us better again, but I don't know how.",Have you asked your boyfriend directly this question?It is a good question and possibly would open a necessary clarifying discussion as to what each of you expects from the other.
"Im a man, and Im soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but its been happening a lot. I don't know what to do.","I would start by examining the reasons for seeking out other relationships. Are you getting something from the other men that you do not currently receive from your current partner? Such as, is it more exciting with others and that excitement is lacking in your current relationship?"
"Im a man, and Im soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but its been happening a lot. I don't know what to do.","Divorce is expensive emotionally and financially. If your fiance is not ok with an open marriage, it would be a good idea to seek the help of a counselor before you get married."
"She has lied about every aspect of her life. She's created three fake relationships. The most recent one is concerning because she has fake photos, phone calls, and text messages, and its with a married man with kids. Her lying is becoming dangerous because she could ruin lives.",Have an honest and open conversation with her about how her behavior is negatively impacting you  and others. You will feel good knowing you did the right thing.
"She has lied about every aspect of her life. She's created three fake relationships. The most recent one is concerning because she has fake photos, phone calls, and text messages, and its with a married man with kids. Her lying is becoming dangerous because she could ruin lives.","To be honest, I think more information would be really important here because what you are asking could have a lot of different meanings. Consider making an appointment with a local therapist to discuss what you are going through."
"My husband cheated while I was pregnant with our son with a so-called friend. This was before we were married. We split and eventually worked things out. I thought I trusted him so we got married. Now he flirts with girls in front of me. I've talked to him, but nothing helps.","This sounds very painful for you.Are you able to tell him how his flirting affects you?Maybe he doesn't care enough to change, and maybe he does.Long term if he continues this then usually people feel they have two choices, put up with it, which of course greatly reduces the sense of satisfaction in the relationship. Or, of course, you can decide to end the relationship. This choice is quite significant now that you have a child together. Give yourself plenty of time to think over the best outcome."
"The father of my kids and I have been broken up for about three years now. We always found our way back to each other. He had a baby with someone else he's with but still shows the same love he showed when we was together when he's around. He even gets jealous, but he ignores my calls.","Your story sounds like it gives you a great deal of tension and disappointment.You know you are not getting the amount of love and kind of relationship you'd like.It is almost as though you feel that ""something is better than nothing"".Reflect within yourself whether the balance of what you receive in this relationship is worth the sacrifice of not getting as much love as you wish.Depending on your decision you will know whether to drop this relationship or continue the same as its been."
"I have been dating my boyfriend for eight years. We met in college off away from home and things went from good to bad when I met his family who treats him like he is their man. They expect him to take them on dates like to the movies and out to eat when they come around, and he thinks it's okay.","Well, then you learned something new about your boyfriend!Are you fine with having a different opinion than him and staying together.Think over how major a problem this is to you and if it is reason enough to leave the relationship.There are always plenty of areas of disagreement between partners in a relationship.The key to being happy is to know which ones you can accept and which ones are beyond your tolerance with which to live.Also, an early step would be to directly tell your boyfriend your opinion. He may be willing to change his ways to satisfy you."
"He's lied about his pastpresent situations. Since time has passed, he has changed, but I still have my doubts. I have no idea if I should stay or go, but I hate this feeling. I don't trust him all too much, but yet he hasn't done anything for me not to trust him recently.",Your doubts about your dating partner need to be addressed and solved so you can fully believe him again.Otherwise how would you actually know whether he's lying to you now or not?Start the conversation with him about wanting to trust him and asking for whatever details you feel will give you confidence he is telling you the truth.If he really wants to clear your doubts then he will be willing to invest in answering your extra questions or wanting to look through his phone or whatever areas you felt were violated by him in the past.
"My fianc of 15 years is always helping out his family, and I feel like his family takes advantage of his kindness. We're about to get married this Saturday, but I feel like he is always gonna put them first instead of myself and our three kids. I am not enjoying our engagement at all.","Congrats on your upcoming wedding!Have you told the thoughts you write here, to your fianc ?This is the place to start since you clearly are unhappy with a part of his and now your life, which will be with you for quite some time."
"The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me.","Start a conversation with him about your sincere interest to earn back his trust.Ask him what he expects from you so that he will trust you again.If you are consciously willing and do try to earn back his trust, and have periodic conversations with him on whether he feels more at ease with trusting you, then after a few months of this, both of you should feel more secure in the relationship."
"I found the guy Im dating on dating websites. He was telling women that they were beautiful. He said it wasnt him and that the phone was hacked. It has since happened two other times. He says he loves me and Im the only girl he wants to be with, but I feel he is not telling me the truth.","Tell him what you know and ask why he is lying to you. If he tells you he isn't lying and you have proof that he is, then you can either accept that he denies the truth or not."
"I found the guy Im dating on dating websites. He was telling women that they were beautiful. He said it wasnt him and that the phone was hacked. It has since happened two other times. He says he loves me and Im the only girl he wants to be with, but I feel he is not telling me the truth.","I would suggest possibly talking about the type of relationship that both of you want to create. For example, you may want a relationship where honesty, listening, compassion, and romanticism are major parts. You could also see what your boyfriend wants.You may also consider taking five minutes to see if he will listen to your feelings about him being on the dating site and whether he can work to learn more about what you are experiencing with asking open-ended questions not being answered with yes or no and restating what you are saying to see if he has it right. After that, perhaps you could switch so that you can listen to his perspective for five minutes and learn more about what he is doing by asking open-ended questions.Remember that it takes two people to have a relationship, so the choice is yours as to whether you choose to stay in the relationship and what kind of relationship you would like to have."
"He said that if I were to visit my mother, he will be gone when I get back. My boyfriend and I hit a rough patch in our relationship a few months back, and my mom had a few choice words with him.","Your boyfriend and you have a separate relationship than your relationship with your mother. By trying to control whether or not you visit your mom, unless you are in agreement with this, is building tension between you and him.Ask why he resents your interest to see your mother.If he is insecure to the point where he fears your mother will influence your opinion about him, then trying to prevent you from visiting your mom is itself creating negativity in you toward him.If something still bothers him about the problems you both had several months ago, then talking about these problems will do more to clear the air between the two of you than him trying to interfere in your relationship with your mother."
"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.","When ""threats"" of leaving, such as what you described in your question ""kicking you out, wanting divorce"" are continuous in your marriage, it can start to erode at the foundation of your relationship, impacting both partners. And, if you're concerned about the influence of another male in the relationship, and are unable to express your concerns or fears to your wife, it's extremely difficult to build a secure functioning relationship. From the information provided in your question, it seems as if there is some avoidance evident in your relationship. Avoidance of being able to express yourself and have honest communication about your relationship. If your wife is willing, I would recommend seeing a marriage counselor to help you both during this time. Or, for you to talk with an individual therapist, if marriage counseling isn't an option."
"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.","This has to be very confusing.I wonder if the two of you would be able to have a conversation about what it is that she would like you to know about what happened yesterday and the day before so you know what message she wanted you to get out of all of that.I would also recommend seeing a local mental health professional. If you go yourself, you could at least discuss your marriage and your own thoughts and feelings about it. If you go together, I would suggest you see a therapist who specializes in couples."
"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.","Divorce is a serious, life altering decision.It is best to decide any serious matter through reflection and discussion.Start by knowing what you want from the marriage and why you are willing to move in or out of your own house because your wife tells you to do this.Each of you would benefit from more clarity of what you expect and would like from each other.Does your wife want a boyfriend in addition to the marriage to you?Is she willing to drop the male contact?Does she care how you feel about her contact with the other guy?You need answers and knowledge about the definition of your marriage.Since there are many areas to open, all of which are filled with emotion, including pain, if you're not able to make satisfactory progress then a licensed couples therapist may be useful to you and your partner."
"Im trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","Imagine your best friend just told you that her husband lied to her all the time and that he had broken every promise he ever made to her. What would you tell her? If I were her best friend I'd tell her to run the other way. You may love this man. We don't choose who we love. But the evidence is pretty clear, isn't it? A healthy relationship cannot be built on a foundation of lies and broken promises. I believe that as adults, we are always treated as well as we insist on being treated by our partners. If you continue to accept unacceptable behavior, you are likely to see lots more of it."
"Im trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?",In response to your answer. Yes because he broke a boundary of yours that he knew was important to you. The question that should be asked is are you able to go forward with your husband with his behaviors not changing for the better in regards to your feelings and emotions?
"Im trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","I would ask you first what made you give him another chance after he repeatedly lied and broke every promise to you? I would imagine if he repeatedly lied to you that it will damage your ability to trust him now. Is he in therapy? Does he recognize that he has a problem and is he trying to repair it? Even if he truly forgot to tell you about the woman at work I think the real issue here is TRUST. I am not saying that he doesn't have a lying problem. Instead of asking someone else if you should be upset, ask yourself how you truly feel about him and this situation."
"Im trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","Are you upset, is the more pertinent question.Everyone has their own tolerance for lies and their unique reasons for being married. Trust your own answers to the question you ask here.Also, think over the value of your marriage in your life and whether you are able to live with the unstable sense of trust that you have in your husband.Remember too, that if you are the only partner who is trying to make the marriage work, then your job is much harder than if your husband actively participated in making the marriage happier for the couple."
"My fiance is always letting me know how I am a horribleevil person, or I just dont care enough when its about her feeling or when she is having an off day.","I don't know much about the dynamics of your relationship, but I want to say that you cannot possibly be responsible for anyone else's happiness. If you are interested in a good read on this topic, I highly recommend The Four Agreements by Don Miguel Ruiz."
"My fiance is always letting me know how I am a horribleevil person, or I just dont care enough when its about her feeling or when she is having an off day.","One thing you could try is to have a conversation when neither of you is upset so that you learn what makes each of you feel cared for and valued. It could be that you are showing caring in a way that doesn't quite match what she is really looking for in that moment. For example, having an in-depth conversation could be something that you want, but she may just want a hug in that moment. I don't know if you heard of Gary Chapman's book about love languages, but it may be helpful."
"My fianc and I recently had an argument over finances. He gives me the money each month to pay his automobile insurance. He no longer has one of the vehicles on the policy. He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him. My response was that he was giving me the money, and I just made the payment. I didn't think of the coverages. He was angry about it. I still can't figure out that anger.","I'd be more worried generally about a fiancee who assumes you are responsible for tracking what in fact are his responsibilities, than about the anger per se.What you describe holds the seeds of classic abusive behavior, which is blaming the partner for what in fact are the person's own responsibilities.Start by withdrawing yourself from paying his bills.If he is on his own in terms of tracking what and when is due regarding his auto policy, then surely the only one for him to blame will be himself.Stay clear of involving yourself in doing favors for him if the favor involves something that he is the one accountable.Tell him it is so the relationship remains fair for each of you."
"My fianc and I recently had an argument over finances. He gives me the money each month to pay his automobile insurance. He no longer has one of the vehicles on the policy. He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him. My response was that he was giving me the money, and I just made the payment. I didn't think of the coverages. He was angry about it. I still can't figure out that anger.","A few things come to mind. I wonder if your fianc is still angry about it or if he was angry in that moment and has now worked through it.It sounds like there was also a difference in expectations here. You were just paying the bill with the money he was giving to you and he may have assumed you were reading it. You thought that you were following his directions. It could be that you could have a discussion about it, but that depends on how much of a hot button issue it still is for either of you.If you're going to talk about it, I might suggest asking whether this would be a good time to have a discussion about what happened with the automobile insurance so that you can both use the opportunity to learn more about yourselves and each other around this particular issue."
"Im in a relationship with my child's father. Im a really jealous person. We dont go out or do anything with other people because of me. To keep our relationship going, I know I have to stop being jealous, but I cant. How can I get over these issues?","It may be important to look at this as getting through something rather than ""getting over it."" If you're aware of the reasons why you are jealous, I don't know if they relate to this relationship or a previous one, but you could remind yourself of the differences if your feelings of jealousy relate to something from your past.Also, it may be beneficial to have a conversation with your child's father if you are both open to having a discussion about this in a way that you summarize what each other is saying so you are sure that you are understanding each other, at least to some degree.Also, consider what you may want from your child's father to assist you with this. You cannot make him do anything to support you with this, but you can certainly ask.What is something you could start or stop doing to move you toward your goal?"
"My girlfriend remains friends with ex boyfriendslovers on Facebook who actively like and comment on posts. It causes me to get jealous because I'm afraid they might reconnect somehow. I've attempted to talk to her about it, but she avoids it and doesn't seem to worry about how I feel about it.","Talking about it would probably be helpful if you're both in a place where you can decide when is best to talk about something that is important. It may also be helpful to ask if you could talk for two or three minutes to make a point and then have space for her to talk for the same amount of time. You can adjust the timing for what works for both of you. After one of you is talking, perhaps you could restate what you have heard the person say. This can lessen confusion.I know you say that she avoids it. It might be a good place to start talking about it  to see what makes her avoid it. It could be that she thinks any discussion about them is going to lead to an argument or you saying that she can't talk to them. I don't know how you typically react when you are jealous, but if you can discuss talking about this in a way that you are both open to hearing what the other person is experiencing, that may be helpful as well."
She works with a man and always looks at guys that check her out.,"I wonder if you are having some of these thoughts related to something that has neither happened directly to you in your past or to someone that you care about. This can often change the way that we look at different situations. Try to look at what feelings, for you when you notice that someone is ""checking her out,"" and perhaps when you have felt these feelings before.If you trust your girl enough to have an open conversation, perhaps you could ask her whether she is willing to talk about something that is important to you. Then you could talk about feelings that you're having."
"My boyfriend and I have been going out for about a year. I suddenly find myself jealous when I see him talking to other girls. I have never been this way before. I don't like these feelings. He said that my jealousy would cause our relationship to have problems. I told him I can't help these feelings. I don't know where they are coming from, but this is how I feel, I tried to stop, but I can't. I really like this guy, but I'm afraid that I'm messing up the relationship. It's just stupid.","Trust is at the top of what makes a healthy relationship. It sounds like you may benefit from personal counseling to explore where this jealousy comes from and what keeps you from having complete trust in your boyfriend. This is not stupid, this is your mind telling you that there is something that needs to be worked through. Sometimes we need to talk to someone like a counselor who is disconnected from our life to understand our feelings and what they mean in our relationships."
We've been dating for two months now. I have a heavy past that gets him angry. Does he have a right to penalize me for things I did before I met him?,"Not in my book. You're only two months in? At this early stage, this is a bit of a warning sign. If he can't accept or feel comfortable with who you are and decisions you've made, there's already a level of discomfort here that shouldn't be ignored. No, he doesn't have the right to penalize you or punish you ...not just for past things...not for anything. What he does get to do it tell you how it affects him. Sure...if he feels uncomfortable or needs reassurance...listen to those things. But If he doesn't dig who you are, maybe he can walk the other way."
We've been dating for two months now. I have a heavy past that gets him angry. Does he have a right to penalize me for things I did before I met him?,"How is he penalizing you?Have you asked for his reasons for wanting to know about your heavy past?His answers may be very different than that he would like penalizing you.What you can do is explain how pressured you feel by his questions.Ideally, the two of you will become much closer by talking openly about your respective discomforts and wishes from the other."
"As I was growing up, my mother and father always fought. With that, I grew trust issues. I think it's going to affect my relationship now and end it sooner then I want to. I try not to let it affect me, but I cant.","If you thing your trust issues are going to end or affect your relationship it will because you are being baggage from your parents into this relationship. Don't allow their problems to become your problem. You didn't mention that your partner in your present relationship have done anything to make you not trust them. Like in the court of law, if no evidence....find not guilty. Don't make them pay the consequences as if guilty of your parents unhealthy behavior."
"I love him so much, and I don't know what to do.","Does he tell you a reason as to why he feels you don't love him?Ask him this so you will clearly know his definition of ""love""."
I've been getting told lately by my partner that its embarrassing that I'm so antisocial around his family and friends. I believe it's because I'm not as social as him.,"Hi Buffalo, I think you're right your partner's reactions are about him. I have to say it's a cruel thing to say to someone you love...that you're ""embarrassed by them"". The subtext says ""You're not good enough"", and I love that you can reject that false message.You don't have to be different for anyone. If he can't accept you for who you are, what is he doing with you? Your social habits unless they are extreme...like you refuse to go anywhere aren't a reflection on him it's just you being you. Also, and I'm sure you've found this...the more he judges you, the more difficult it is for you to be the confident, outgoing person he wants you to be...so his method of trying to change you doesn't even work!I think that's the crux...he's trying to change you. What does that make you want to do?"
"I have been married for 20 years. He and I both cheated. I hid my cheating for 14 years. Over that time, I let life stress me out. I became depressed. When I finally woke up, he felt I had pushed him out.","Do you both want to fix the marriage?The relationship belongs to both of you so that one working without the other cooperating in this work too, will have one person who does all the changing.This dynamic itself creates problems of its own.About your husband telling you he feels pushed out, did he do anything on his own to address his problem of feeling like this?All you state is that he blames you for creating a situation he didn't like.If he did nothing because he felt unsure what to do, anything which shows he understands he has as vital a part in the marriage as you, is ok.Because affairs create mistrust between two people, the two of you would also need to be very aware to regain each other's trust.Talking as much as possible so you both know what goes on in the life of the other, how you each are feeling, what matters to you, is helpful to grow a new foundation for your marriage's future."
